seed_dir,k,n_candidates,n_label_program_features,recovered,missing,ProgramRecall@K,topk_features
minimal_seed55,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed56,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed57,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed58,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed59,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed60,16,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count,brand_category_support_count,brand,category"
minimal_seed41,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed42,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed43,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed44,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed45,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed46,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed47,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed48,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed49,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed50,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed51,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed52,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed53,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed54,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed55,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed56,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed57,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed58,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed59,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed60,2,11,4,"event_count,rating_mean","brand_category_entropy,price",0.5,"event_count,rating_mean"
minimal_seed41,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed42,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed43,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed44,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed45,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed46,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed47,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed48,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed49,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed50,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed51,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed52,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed53,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed54,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed55,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed56,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed57,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed58,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed59,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed60,4,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price"
minimal_seed41,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed42,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed43,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed44,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed45,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed46,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed47,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed48,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed49,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed50,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed51,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed52,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed53,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed54,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed55,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed56,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed57,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed58,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed59,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
minimal_seed60,8,11,4,"event_count,rating_mean,brand_category_entropy,price",,1.0,"event_count,rating_mean,brand_category_entropy,price,amount_mean,days_since_last_event,brand_category_majconf,brand_category_conflict_count"
